source_category,product_name,code,categories_tags,additives_n,additives,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
breads,Superseded sliced loaf bread,5054781498063,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads']",1,[],['en:e300'],298.0,9.7,1.2,4.1,5.5,12.0,0.8175
breads,6 Wholemeal Pittas,635684,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],232.0,1.33,0.333,2.5,7.17,10.0,0.483
breads,Pain de mie american sandwich nature sans sucres ajoutés 550g,3228857002184,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:breads', 'en:sliced-breads', 'en:frozen-breads']",0,[],[],283.0,6.0,0.5,5.2,5.5,7.4,1.1
breads,Toast brioché,3392460488809,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:sweet-pastries-and-pies', 'en:breads', 'en:viennoiseries', 'en:brioches', 'en:rusks', 'en:toasts']",3,[],"['en:e300', 'en:e471', 'en:e481']",438.0,8.7,5.4,10.0,3.5,14.0,1.1
breads,Tortilla de mais et blé,8727200195221,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:corn-flatbreads']",5,[],"['en:e330', 'en:e422', 'en:e450', 'en:e471', 'en:e500', 'en:e500ii']",289.0,4.8,0.7,4.4,2.4,8.5,0.95
breads,Pain de mie sans croute complet 330g,3760049795059,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:sliced-breads-without-crust', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",1,[],['en:e300'],216.0,1.8,0.2,2.4,5.9,8.9,1.0
breads,Pan Bauletto Integrale,8076809504751,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],276.0,6.8,0.8,7.2,8.4,11.2,1.18
breads,Harrys pain de mie extra moelleux complet sans sucres ajoutés 280g,3228857001507,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",0,[],[],273.0,4.6,0.4,5.1,6.0,8.0,1.1
breads,seven seeds and grains sourdough,5060149576069,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads']",0,[],[],247.0,4.7,0.7,1.2,4.6,9.7,0.97
breads,8 Flour Tortilla Wraps Regular,46000283265,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",4,[],"['en:e422', 'en:e450', 'en:e471', 'en:e500', 'en:e500ii']",300.0,5.12,1.22,2.2,0.732,9.02,0.982
breads,Plain tortilla wraps,1810295,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads', 'en:plain-tortilla-wraps', 'en:tortilla-wraps']",7,[],"['en:e282', 'en:e330', 'en:e422', 'en:e450', 'en:e450i', 'en:e471', 'en:e500', 'en:e500ii', 'en:e920']",292.0,4.19,2.1,2.26,2.26,7.58,0.778
breads,Plain Tortilla Wraps,4056489239642,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",8,[],"['en:e202', 'en:e282', 'en:e330', 'en:e422', 'en:e450', 'en:e471', 'en:e500', 'en:e920']",290.0,4.03,1.77,1.77,3.06,8.23,0.762
breads,Multi-Seed Flatbread Thins,4056489159773,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:pumpernickel']",0,[],[],437.0,14.5,1.6000000238419,2.0999999046326,,15.199999809265,0.89999997615814
breads,Tesco Sesame Breadsticks,5052004163866,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks']",0,[],[],496.0,19.3,2.9,2.4,,15.3,1.2
breads,Sourdough Bread,5025125000181,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],230.0,0.8,0.7,2.4,2.6,10.7,0.905
breads,4 Pains burger géant à la farine  complète,3029330072690,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:hamburger-buns']",0,[],[],270.0,5.0,0.6,4.8,5.8,9.4,1.1
breads,Whole Grain Rye Beard,20507336,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rye-breads', 'en:wholemeal-breads']",0,[],[],166.0,1.2,0.3,3.7,10.1,4.2,0.9825
breads,Pan Especial de Trigo,8412600028124,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],239.0,1.5,0.3,3.8,4.0,9.4,1.1
breads,Grissini Breadsticks,440783,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks']",0,[],[],409.0,7.2,1.1,3.8,3.8,11.5,1.17
breads,Biscottes Forme+,3392460482012,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:wholemeal-rusks', 'fr:biscottes-au-gluten']",1,[],['en:e300'],390.0,6.5,2.3,6.9,7.8,15.0,1.41
breads,Dark Rye & Sunflower Bread,5057545928806,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],285.0,7.2,1.3,2.4,4.3,10.8,0.6
breads,Pain de mie sandwich complet 550g,3256222646985,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",3,[],"['en:e282', 'en:e300', 'en:e471']",261.0,4.9,1.2,5.9,6.5,9.0,1.1
breads,,8480000828422,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts']",1,[],['en:e300'],384.0,6.0,0.7,4.4,9.3,17.5,2.2
breads,Plain Thin Bagels,5010044005577,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",2,[],"['en:e282', 'en:e300']",257.0,1.3,0.4,6.3,2.4,10.0,0.7875
breads,Pain de mie longue conservation,3228850006035,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'fr:pains-de-mie-blancs-nature']",1,[],['en:e282'],283.0,4.3,0.5,6.5,3.7,9.0,1.25
breads,Pain de mie,4056489007173,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],273.0,3.7,0.4,9.2,2.4,7.8,1.0
breads,Chapelure dorée,3165440007808,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:bread-crumbs', 'en:wheat-crumbs', 'en:groceries']",0,[],[],360.0,1.6,0.4,4.3,4.5,9.5,1.18
breads,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,7300400483063,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:seeds', 'en:appetizers', 'en:cereals-and-their-products', 'en:chips-and-fries', 'en:cereal-grains', 'en:crisps', 'en:breads', 'en:chia', 'en:crispbreads']",0,[],[],339.0,3.0,0.4,0.5,20.0,10.0,1.2
breads,Pan tostado integral,3560070710713,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'es:pain', 'es:pain-grille']",1,[],['en:e300'],375.0,4.0,0.5,4.0,7.5,12.0,1.4
breads,Sliced Malt Loaf,5088722225852,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads']",2,[],"['en:e150c', 'en:e282']",304.0,1.8,0.4,16.0,3.2,7.9,0.5
breads,Finest Wholemeal Loaf,5057545918791,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads']",3,[],"['en:e300', 'en:e471', 'en:e472e']",220.0,1.7,0.4,2.8,6.3,11.0,1.3
breads,White Sourdough Bread,5000169305348,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:rye-breads']",0,[],[],230.0,1.5,0.2,1.8,3.0,8.5,0.81
breads,Biscottes au blé complet x36 tranches de 300g,3256225722075,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:wholemeal-rusks']",1,[],['en:e300'],386.0,6.0,0.6,3.5,10.0,13.0,1.1
breads,Pain campagnard Gerblé sans gluten,3175681121263,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:specific-products', 'en:products-for-specific-diets', 'en:breads', 'en:products-without-gluten', 'en:gluten-free-breads', 'en:pains-de-campagne']",3,[],"['en:e334', 'en:e464', 'en:e471']",242.0,4.7,0.6,2.1,7.7,4.0,0.99
breads,Tesco wholemeal bread,5057545619520,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",4,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e']",230.0,1.75,0.5,3.75,6.25,10.2,0.812
breads,Tasty Wholemeal 400g,5010003000247,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",221.0,1.72,0.345,4.14,6.9,10.0,3.1
breads,Half & Half Medium,5010044008615,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",4,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e']",248.0,2.8,0.7,2.7,4.2,10.0,0.95
breads,Hovis white,5010003063440,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",1,[],['en:e300'],245.0,1.7,0.14,3.2,2.9,8.7,1.48
breads,Biscottes complètes sans sucres ajoutés x36,3250391124800,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:wholemeal-rusks', 'fr:biscottes-completes-cereales-graines']",1,[],['en:e300'],374.0,5.1,0.6,3.4,11.0,16.0,1.5
breads,Wraps Multigrains,8710637105390,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",4,[],"['en:e296', 'en:e422', 'en:e471', 'en:e500', 'en:e500ii']",312.0,7.0,0.9,1.0,6.4,7.3,0.92
breads,Multigrain Farmhouse,4056489238997,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:multigrain-bread']",2,[],"['en:e300', 'en:e322']",260.0,4.2,0.6,4.0,5.0,9.7,0.7875
breads,Seeded Bloomer,4056489159797,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads']",7,[],"['en:e282', 'en:e300', 'en:e330', 'en:e500', 'en:e503', 'en:e516', 'en:e920']",282.0,7.1,0.7,2.6,4.8,9.4,0.955
breads,"Sharwood's Poppadoms, Plain",5000197541893,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:papadum']",1,[],['en:e529'],439.0,19.8,1.5,0.5,9.0,17.9,3.54
breads,Pain Extra Moelleux Nature Sans Sucres Ajoutés,3228857000876,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'fr:pains-de-mie-blancs-nature']",0,[],[],281.0,5.2,0.5,7.0,3.5,8.0,1.1
breads,Tartine p'tit dej nature ssa 410 gr,3029330069911,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",0,[],[],278.0,4.4,0.5,6.3,3.9,9.6,1.0
breads,Pain de seigle complet Epeautre et épeautre vert,20507350,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rye-breads', 'en:wholemeal-breads']",0,[],[],200.0,1.7,0.5,3.2,9.7,5.3,1.2
breads,Petits pains grilles,3270190007425,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",1,[],['en:e300'],408.0,10.0,0.9,4.2,6.9,10.0,1.0
breads,biscottes braisées,3560070401826,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:toasts', 'en:wholemeal-rusks']",1,[],['en:e300'],370.0,5.6,0.7,3.8,14.0,14.0,0.92
breads,Soft & Sliced 5 Bagels Plain,5010044008707,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:special-breads', 'en:bagel-breads']",7,[],"['en:e282', 'en:e300', 'en:e330', 'en:e466', 'en:e472e', 'en:e481', 'en:e920']",259.0,1.7,0.6,6.4,2.7,10.6,0.002
breads,,8076809582179,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:multigrain-sliced-breads', 'fr:pancarre']",0,[],[],278.0,5.9,0.7,7.0,6.0,11.0,1.3
breads,8 Wholemeal Tortilla Wraps,1808414,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads', 'en:tortilla-wraps']",7,[],"['en:e282', 'en:e330', 'en:e422', 'en:e450', 'en:e450i', 'en:e471', 'en:e500', 'en:e500ii', 'en:e920']",284.0,4.68,0.968,2.26,8.06,9.35,0.81
breads,White Sourdough Bloomer,5000129339925,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads']",0,[],[],238.0,1.1,0.2,2.1,2.0,7.1,0.9
breads,The wholemeal Rustic Bloomer,4088600165486,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",2,[],"['en:e282', 'en:e300']",224.0,1.35,0.541,3.51,7.3,10.8,2.42
breads,6 White Pittas,234924,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas', 'en:white-pitta']",1,[],['en:e282'],254.0,0.877,0.175,2.46,3.68,9.47,0.588
breads,Malt Lunchbox Loaf,5018735224948,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:cake-bar', 'en:malt-loaf']",2,[],"['en:e150c', 'en:e282']",306.0,1.5,0.4,19.0,9.0,3.5,0.49
breads,5 Banana Lunchbox Loaves,5018735224931,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:breads']",4,[],"['en:e161b', 'en:e282', 'en:e422', 'en:e440']",337.0,2.33,0.667,21.7,2.67,8.67,0.558
breads,Pain de mie american sandwich 7 céréales sans sucres ajoutés 550g,3228857002221,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:breads', 'en:sliced-breads', 'en:frozen-breads', 'en:multigrain-sliced-breads']",0,[],[],278.0,6.5,0.6,4.0,7.6,9.0,1.0
breads,Pain de mie Bio petites tranches complet & levain sans sucres ajoutés 280g,3760049797909,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:packaged-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",1,[],['en:e300'],261.0,4.6,0.4,4.1,5.9,10.0,1.1
breads,Pan de Molde Semillas & Pipas,8480000838698,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads']",6,[],"['en:e200', 'en:e282', 'en:e300', 'en:e412', 'en:e471', 'en:e481']",291.0,9.3,1.5,5.3,5.7,11.0,1.1
breads,Soft White Thick,5010003054226,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:white-breads']",5,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e', 'en:e481']",234.0,1.6,0.4,3.4,2.4,8.8,0.885
breads,4 Seed Sensations Bread,5010003064768,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",3,[],"['en:e282', 'en:e300', 'en:e472e']",278.0,6.6,0.6,3.8,5.3,10.0,0.88
breads,Flourless Sprouted Grain Bread,73472001202,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:cereals-and-potatoes', 'en:legumes', 'en:seeds', 'en:cereals-and-their-products', 'en:legume-seeds', 'en:cereal-grains', 'en:pulses', 'en:breads', 'en:sprouts', 'en:lentils', 'en:lentil-sprouts', 'en:pre-baked-breads', 'en:sliced-breads', 'en:wheats', 'en:multigrain-sliced-breads', 'en:sprouted-wheat', 'en:sprouted-barley', 'en:sprouted-millet', 'en:sprouted-soybeans', 'en:sprouted-spelt']",0,[],[],235.0,1.47,0.0,1.47,8.82,11.8,0.551
breads,Soft White Pittas,4088600276250,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:special-breads', 'en:pitas']",1,[],['en:e282'],251.0,0.9,0.3,1.7,3.5,9.5,0.96
breads,Biscottes complètes,3564707002158,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:wholemeal-rusks']",1,[],['en:e300'],387.0,6.1,0.7,5.3,11.0,13.0,1.3
breads,Pan tostado 100% integral bajo en sal y en azúcares,8480000837899,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:rusks', 'en:wholemeal-breads']",0,[],[],388.0,5.7,0.6,2.9,10.9,17.7,0.2
breads,REGAÑA,8480000823656,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:biscuits-and-crackers', 'en:cereals-and-their-products', 'en:breads', 'en:crackers-appetizers', 'en:special-breads', 'en:wheat-crackers', 'es:reganas', 'en:alimentos-y-bebidas-de-origen-vegetal-alimentos-de-origen-vegetal-cereales-y-patatas-panes-panes-especiales-reganas']",0,[],[],448.0,15.0,2.3,2.6,3.7,11.8,1.8
breads,Pain de table Bio aux graines de lin & tournesol 400g,3760049798746,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:frozen-foods', 'en:breads', 'en:packaged-breads']",1,[],['en:e300'],319.0,11.0,1.1,3.7,5.8,9.0,1.0
breads,Biscottes blé complet Sans sucres* et sans sel ajoutés,3560071433277,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:specific-products', 'en:products-for-specific-diets', 'en:breads', 'en:products-with-reduced-salt', 'en:rusks', 'en:rusks-without-salt', 'en:wholemeal-rusks', 'fr:bicottes-sans-sel']",1,[],['en:e300'],383.0,3.5,0.4,3.0,9.9,14.0,0.02
breads,6 carb lite wraps,5012121005241,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:flatbreads', 'en:white-breads', 'en:wheat-breads', 'en:wheat-flatbreads']",8,[],"['en:e282', 'en:e330', 'en:e422', 'en:e450', 'en:e450i', 'en:e466', 'en:e471', 'en:e500', 'en:e500ii', 'en:e920']",230.0,6.4,2.0,1.6,12.0,13.8,1.0
breads,Pain de mie Grand Mie complet,3250390272007,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:sliced-breads', 'en:wholemeal-breads', 'en:wholemeal-sliced-breads']",1,[],['en:e282'],251.0,3.9,0.6,6.7,6.8,9.1,1.1
breads,Petits pains grillés au blé complet,3250390819455,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls', 'fr:pains-grilles-toasts-brioches']",0,[],[],379.0,6.0,0.6,3.2,8.3,12.0,1.5
breads,Granary Medium,5010003001169,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:granary-bread']",2,[],"['en:e300', 'en:e472e']",256.0,2.5,0.833,3.33,3.61,10.3,1.01
breads,Wholegrain Crackerbread,5050974000655,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:breads', 'en:extruded-crispbreads']",0,[],[],380.0,3.6,0.6,4.1,8.5,12.5,0.58
breads,White Champion Bloomer,5056142400005,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:white-breads']",3,[],"['en:e300', 'en:e471', 'en:e472']",250.0,2.7,0.8,2.2,4.0,8.6,0.9
breads,Vollkornbrot,3029330004233,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rye-breads', 'en:wholemeal-breads']",0,[],[],207.0,1.7,0.3,4.9,10.0,6.8,1.0
breads,Petits pains grilles,3560070737048,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls']",1,[],['en:e300'],408.0,10.0,0.9,4.2,6.9,10.0,1.0
breads,Pain Carré Doré 525g,3760049798265,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",2,[],"['en:e300', 'en:e500', 'en:e500ii']",279.0,4.2,0.4,9.8,5.2,9.8,0.8
breads,Pan Bauletto al Grano Duro,8076809517966,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads', 'en:white-breads']",0,[],[],258.0,3.9,0.6,8.4,5.0,8.7,1.3
breads,Super Seeded,642118,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads']",1,[],['en:e300'],304.0,10.3,1.5,4.4,5.0,12.0,0.73
breads,Sainsbury's San Francisco Style Sourdough,1135626,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breads']",0,[],[],273.0,1.3,0.5,2.0,2.3,8.4,0.9
breads,Wheat and rye bread,29204861,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:cereal-grains', 'en:breads', 'en:sliced-breads', 'en:wheats', 'en:rye-breads']",0,[],[],223.0,0.5,0.1,0.1,4.8,7.2,1.08
breads,Tartines de Pain multi-céréales,3182180060290,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks']",1,[],['en:e300'],410.0,7.5,1.0,5.1,5.3,14.0,1.6
breads,Petits pains grillés au froment,4056489039532,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:toasts', 'en:toasted-bread-rolls', 'en:wheat-rusk-slices']",1,[],['en:e300'],407.0,7.8,0.7,8.6,3.5,9.5,1.0
breads,Snack de Pan con pipas,8423102210153,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:breads', 'en:breadsticks', 'en:alimentos-e-bebidas-a-base-de-plantas', 'en:alimentos-a-base-de-plantas', 'en:cereais-e-batatas', 'en:paes']",0,[],[],521.0,30.2,2.8,1.3,3.4,11.4,2.3
breads,Burgers nature géant sans additifs,3029330072683,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:sandwiches', 'en:breads', 'en:special-breads', 'en:hamburger-buns', 'en:hamburgers']",0,[],[],275.0,4.5,0.5,5.4,3.8,9.7,1.0
breads,Original Seeded Batch,5010044002446,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads']",4,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e']",284.0,7.6,1.2,3.0,4.0,10.3,0.95
breads,Biscotte blé complet,3182189999829,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:rusks', 'en:wholemeal-rusks']",1,[],['en:e300'],386.0,6.0,0.9,4.1,11.0,14.0,1.1
breads,Tesco Finest Oat And Barley Loaf 800G,5057545928783,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:cereals-and-potatoes', 'en:breads', 'en:sliced-breads', 'en:oat-and-barley-bread']",4,[],"['en:e282', 'en:e300', 'en:e471', 'en:e472e']",257.0,2.27,0.455,2.95,4.09,9.09,0.8
